4	837.587158203125
8	6.823391914367676
16	2.6798079013824463
32	2.7934720516204834
64	2.5887041091918945
128	2.8718080520629883
256	2.5722880363464355
512	1.6250560283660889
1024	1.8998080492019653
2048	2.079103946685791
4096	2.283423900604248
8192	2.6194241046905518
16384	2.217439889907837
32768	3.3756799697875977
65536	29.237056732177734
131072	4.080992221832275
262144	3.2768959999084473
524288	3.7383038997650146
1048576	5.00870418548584
2097152	8.968031883239746
4194304	16.80022430419922
8388608	19.488096237182617
16777216	46.09231948852539
33554432	57.615230560302734
67108864	137.81283569335938
134217728	193.1293182373047
268435456	274.31195068359375
536870912	863.8573608398438
