
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
4                       7.47
8                       6.93
16                      6.97
32                      7.00
64                      7.13
128                     9.18
256                     9.58
512                    22.81
1024                   12.52
2048                   15.66
4096                   26.57
8192                   36.11
16384                  99.93
32768                 126.66
65536                 135.17
131072                293.91
262144                478.81
524288               1191.48
1048576              1528.74
2097152              2404.72
4194304              4683.05
8388608             10386.62
16777216            19828.77
33554432            42948.81
67108864            82801.86
134217728          181444.69
268435456          384606.15
536870912          824622.97
