
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
4                       8.02
8                       7.46
16                      7.36
32                      6.89
64                      7.11
128                     9.16
256                     9.56
512                    22.89
1024                   12.51
2048                   15.53
4096                   26.25
8192                   35.89
16384                 105.08
32768                 129.27
65536                 136.06
131072                294.94
262144                515.01
524288               1129.07
1048576              1585.71
2097152              2345.91
4194304              4798.33
8388608             10250.86
16777216            19934.89
33554432            40465.96
67108864            88601.60
134217728          192015.66
268435456          408805.45
536870912          854411.22
