
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
1000000              1206.49
41000000            68282.93
81000000           123697.69
121000000          176673.78
161000000          240301.40
201000000          298475.04
241000000          359723.60
281000000          418976.28
321000000          503875.20
361000000          545677.03
401000000          606899.10
441000000          692047.80
481000000          761468.85
521000000          845927.73
561000000          925453.32
601000000          996389.04
641000000         1058505.21
681000000         1146658.18
721000000         1238867.57
761000000         1316452.65
801000000         1368232.84
841000000         1433088.90
881000000         1529767.85
921000000         1602776.92
961000000         1666818.62
1001000000        1704339.39
