
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
1000000              5054.87
41000000           147151.32
81000000           287310.85
121000000          412634.31
161000000          553660.70
201000000          691260.66
241000000          811594.57
281000000          987526.63
321000000         1105121.81
361000000         1217659.44
401000000         1355156.81
441000000         1482758.63
481000000         1645494.08
521000000         1812601.88
561000000         1985937.97
601000000         2045321.82
641000000         2249653.51
681000000         2443505.00
721000000         2493286.97
761000000         2615078.96
801000000         2788909.21
841000000         2956129.58
881000000         3027147.55
921000000         3276845.48
961000000         3436749.95
1001000000        3498277.78
