
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
1000000              1131.06
41000000            73107.09
81000000           128517.17
121000000          181580.41
161000000          242240.41
201000000          299988.85
241000000          372999.72
281000000          425401.12
321000000          484319.98
361000000          562170.49
401000000          621185.18
441000000          671499.59
481000000          732607.09
521000000          803400.65
561000000          873762.80
601000000          936372.63
641000000         1009943.05
681000000         1056363.22
721000000         1123933.61
761000000         1213514.83
801000000         1279908.48
841000000         1332627.31
881000000         1387784.43
921000000         1508947.56
961000000         1564671.72
1001000000        1618899.94
