
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
4                     112.83
8                     111.59
16                    107.70
32                    113.50
64                    152.09
128                   118.65
256                   131.35
512                   129.61
1024                  168.54
2048                  190.80
4096                  217.59
8192                  226.84
16384                1424.41
32768                1779.70
65536                2536.97
131072               2139.06
262144               2656.76
524288               3686.84
1048576              8591.87
2097152              9759.64
4194304             15947.13
8388608             27229.66
16777216            57947.00
33554432           118593.93
67108864           276360.81
134217728          560186.05
268435456         1000687.96
536870912         2127253.43
