
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
1000000              5917.91
41000000           149323.46
81000000           289869.87
121000000          438978.76
161000000          571722.66
201000000          719513.11
241000000          871448.97
281000000         1017366.71
321000000         1159598.93
361000000         1329759.66
401000000         1431846.04
441000000         1598536.94
481000000         1718741.91
521000000         1890171.58
561000000         2155269.38
601000000         2148266.14
641000000         2324402.29
681000000         2522474.85
721000000         2653172.72
761000000         2836389.58
801000000         2988819.74
841000000         3068177.81
881000000         3243759.31
921000000         3315919.11
961000000         3478652.13
1001000000        3690941.68
