
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
4                     105.52
8                     110.81
16                    111.07
32                    148.37
64                    113.42
128                   126.57
256                   142.86
512                   157.90
1024                  163.42
2048                  199.25
4096                  194.27
8192                  230.87
16384                1430.81
32768                1763.10
65536                1944.01
131072               2213.06
262144               2664.89
524288               3575.41
1048576              7449.31
2097152             10361.85
4194304             15666.37
8388608             26492.59
16777216            54810.94
33554432           121091.16
67108864           235138.14
134217728          490244.27
268435456          982524.01
536870912         2042865.11
