
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
4                     113.31
8                     116.21
16                    111.15
32                    118.92
64                    112.48
128                   186.66
256                   129.11
512                   138.45
1024                  192.85
2048                  196.86
4096                  208.52
8192                  225.80
16384                1477.15
32768                1897.38
65536                2043.45
131072               2181.86
262144               2857.01
524288               4294.11
1048576              7953.45
2097152             12267.69
4194304             21953.24
8388608             27643.74
16777216            55130.15
33554432           123512.26
67108864           249443.89
134217728          477659.24
268435456          919455.28
536870912         2035797.82
