
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
4000                  223.85
8000                  217.30
12000                1350.24
16000                1363.57
20000                1536.91
24000                1753.74
28000                1754.24
32000                1954.72
36000                1683.64
40000                1730.13
44000                1733.88
48000                1893.98
52000                1908.36
56000                1885.44
60000                1882.92
64000                1906.72
68000                1927.20
72000                1979.37
76000                1984.81
80000                2451.92
84000                2392.15
88000                2817.78
92000                2118.01
96000                2075.80
100000               2078.18
104000               2102.38
108000               2080.57
112000               2103.92
116000               2087.49
120000               2114.83
124000               2101.87
128000               2163.03
132000               2140.02
136000               2153.12
140000               2194.50
144000               2199.62
148000               2264.01
152000               2216.87
156000               2210.00
160000               2226.57
164000               2635.00
168000               2245.46
172000               2985.77
176000               2269.22
180000               2240.64
184000               2246.22
188000               2294.68
192000               2318.56
196000               2287.24
200000               2292.11
204000               2274.38
208000               2331.09
212000               2345.93
216000               2497.92
220000               2375.75
224000               2442.29
228000               4871.18
232000               2450.35
236000               2473.99
240000               2475.76
244000               2468.06
248000               2503.14
252000               3574.13
256000               2511.63
260000               2543.34
264000               2623.54
268000               2529.22
272000               2694.53
276000               2578.77
280000               2651.60
284000               6440.72
288000               2942.01
292000               2656.58
296000               2830.19
300000               2785.80
304000               2718.73
308000               2917.33
312000               2743.54
316000               2734.73
320000               2783.78
324000               2797.37
328000               2863.56
332000               2854.40
336000               2819.64
340000               2837.04
344000               2844.80
348000               2878.86
352000               2933.93
356000               2900.45
360000               2928.01
364000               2981.93
368000               2929.36
372000               3336.09
376000               2994.26
380000               2954.55
384000               2957.73
388000               3028.29
392000               2973.75
396000               2981.52
400000               3000.70
404000               3053.49
408000               3054.96
412000               3045.17
416000               3563.66
420000               3135.29
424000               3043.88
428000               3077.16
432000               3108.32
436000               3150.48
440000               3308.82
444000               3115.01
448000               3205.87
452000               3162.30
456000               3187.66
460000               3178.94
464000               3251.42
468000               3545.17
472000               3574.47
476000               3801.80
480000               3541.33
484000               3536.66
488000               3495.75
492000               3549.98
496000               3579.21
500000               3750.69
504000               3577.10
508000               3884.32
512000               3609.35
516000               3669.50
520000               3830.44
524000               3736.51
528000               3716.80
532000               5036.43
536000               3674.00
540000               3785.19
544000               3630.94
548000               3668.14
552000               3761.65
556000               3738.88
560000               4180.19
564000               4915.14
568000               3728.38
572000               3767.37
576000               3756.69
580000               3788.49
584000               3993.41
588000               3834.56
592000               4193.60
596000               3789.60
600000               4079.12
604000               3797.53
608000               3842.24
612000               3935.14
616000               3881.48
620000               3882.88
624000               3831.32
628000               4182.09
632000               3896.53
636000               3953.12
640000               3913.42
644000               3966.32
648000               4165.82
652000               3904.02
656000               4361.00
660000               3973.00
664000               4014.89
668000               4179.21
672000               4163.05
676000               4041.90
680000               4057.92
684000               4030.07
688000               4174.72
692000               4037.53
696000               4160.72
700000               5193.88
704000               4095.50
708000               4070.04
712000               4037.11
716000               4691.84
720000               5353.47
724000               4884.61
728000               4769.18
732000               4695.90
736000               4973.15
740000               4176.32
744000               4357.11
748000               4449.77
752000               4265.71
756000               4356.13
760000               4218.63
764000               4135.25
768000               4260.17
772000               4319.35
776000               4228.89
780000               4318.45
784000               4321.20
788000               5095.61
792000               4348.92
796000               4313.03
800000               7106.49
804000               4707.26
808000               4555.25
812000               4478.95
816000               8773.49
820000               4371.28
824000               4432.28
828000               4704.92
832000               4419.52
836000               4477.77
840000               5057.91
844000               4455.39
848000               4455.69
852000               4478.71
856000               4424.12
860000               5027.52
864000               4492.84
868000               4579.46
872000               4504.81
876000               4895.39
880000               4647.89
884000               4717.89
888000               4595.66
892000               4635.49
896000               4692.45
900000               4619.97
904000               4741.47
908000               4547.61
912000               4569.46
916000               4782.15
920000               4641.27
924000               5055.68
928000               5122.76
932000               4649.55
936000               4610.30
940000               4836.70
944000               4762.10
948000               4693.68
952000               4768.99
956000               7096.50
960000               5143.82
964000               4884.83
968000               4997.39
972000               4753.97
976000               6124.78
980000               4755.32
984000               4797.28
988000               5190.39
992000               5777.51
996000               4996.60
1000000              4847.13
1004000              4803.93
1008000              4885.70
1012000              4856.83
1016000              4767.35
1020000              4847.19
1024000              4852.76
