
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
4000                   22.19
8000                   30.03
12000                  86.90
16000                  90.23
20000                  95.05
24000                  95.98
28000                 100.46
32000                 102.46
36000                 113.15
40000                 186.52
44000                 194.86
48000                 118.45
52000                 122.46
56000                 148.15
60000                 133.23
64000                 135.48
68000                 139.88
72000                 143.09
76000                 147.62
80000                 150.50
84000                 154.13
88000                 156.96
92000                 159.57
96000                 162.49
100000                165.14
104000                188.75
108000                171.61
112000                172.31
116000                174.81
120000                177.83
124000                182.86
128000                185.72
132000                190.14
136000                192.45
140000                198.40
144000                198.27
148000                251.13
152000                213.53
156000                284.86
160000                219.86
164000                224.64
168000                228.01
172000                237.38
176000                234.33
180000                239.66
184000                236.64
188000                239.47
192000                248.47
196000                444.97
200000                447.63
204000                453.19
208000                455.74
212000                512.09
216000                495.40
220000                515.57
224000                451.55
228000                402.16
232000                376.78
236000                380.36
240000                380.97
244000                389.31
248000                415.61
252000                404.42
256000                517.01
260000                571.32
264000                410.93
268000                408.24
272000                590.54
276000                427.47
280000                435.56
284000                531.45
288000                427.16
292000                432.88
296000                434.09
300000                444.38
304000                468.04
308000                453.48
312000                471.46
316000                477.05
320000                706.03
324000                687.71
328000                699.63
332000                671.53
336000                649.91
340000                508.51
344000                528.66
348000                508.90
352000                696.30
356000                494.92
360000                518.38
364000                781.97
368000                752.03
372000                696.28
376000                519.12
380000                540.87
384000                531.15
388000                535.57
392000                582.12
396000                550.45
400000                685.18
404000                808.00
408000                851.11
412000                596.39
416000                690.18
420000                581.33
424000                607.41
428000                657.25
432000                658.54
436000                756.28
440000                908.28
444000                889.09
448000                632.77
452000                638.67
456000                630.77
460000                637.44
464000                644.02
468000                641.52
472000                857.82
476000                644.93
480000                855.49
484000                658.38
488000                662.65
492000                667.77
496000                812.14
500000                673.92
504000                708.82
508000                760.55
512000                687.17
516000               1040.89
520000                950.30
524000                946.39
528000                948.65
532000                957.19
536000                959.01
540000                976.15
544000                978.06
548000                875.28
552000               1094.28
556000               1049.27
560000                993.34
564000                999.90
568000                973.67
572000                787.62
576000                773.14
580000               1230.63
584000               1137.65
588000               1046.66
592000               1054.83
596000               1067.47
600000               1075.33
604000                949.03
608000                837.09
612000                839.29
616000               1150.36
620000               1105.19
624000               1151.43
628000               1109.51
632000               1091.16
636000               1144.39
640000               1151.45
644000               1169.34
648000               1180.94
652000               1178.29
656000               1192.89
660000               1299.88
664000               1197.11
668000               1120.46
672000               1236.43
676000               1206.04
680000               1212.48
684000               1239.64
688000               1217.77
692000               1230.12
696000               1309.42
700000               1392.01
704000               1086.69
708000               1268.48
712000               1269.26
716000               1480.61
720000               1279.10
724000               1293.20
728000               1311.15
732000               1304.38
736000               1310.80
740000               1317.89
744000               1180.08
748000               1359.76
752000               1379.46
756000               1365.86
760000               1502.56
764000               1132.25
768000               1420.48
772000               1450.82
776000               1414.17
780000               1464.90
784000               1430.94
788000               1417.54
792000               1427.48
796000               1491.90
800000               1453.00
804000               1504.74
808000               1350.57
812000               1524.19
816000               1448.16
820000               1330.24
824000               1617.60
828000               1389.82
832000               1472.25
836000               1547.08
840000               1641.61
844000               1723.10
848000               1508.67
852000               1516.42
856000               1655.17
860000               1518.85
864000               1466.91
868000               1756.99
872000               1565.67
876000               1441.78
880000               1710.95
884000               1615.68
888000               1625.18
892000               1618.08
896000               1609.33
900000               1694.31
904000               1618.19
908000               1604.76
912000               1615.21
916000               1844.15
920000               1655.37
924000               1631.19
928000               1642.71
932000               1406.03
936000               1884.01
940000               1655.21
944000               1711.23
948000               1686.06
952000               1697.96
956000               1362.34
960000               1713.59
964000               1748.03
968000               1800.74
972000               1776.39
976000               1787.21
980000               1851.25
984000               1808.58
988000               1757.19
992000               1770.88
996000               1774.12
1000000              1912.63
1004000              1778.48
1008000              1784.64
1012000              1800.61
1016000              1810.43
1020000              1832.12
1024000              2031.57
