
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
1000000              1392.15
41000000            94116.90
81000000           187611.95
121000000          249224.25
161000000          341484.36
201000000          439021.09
241000000          531133.69
281000000          584849.94
321000000          724403.55
361000000          786150.81
401000000          868675.98
441000000          999817.94
481000000         1083701.20
521000000         1172037.85
561000000         1231554.57
601000000         1361518.78
641000000         1417178.70
681000000         1558651.65
721000000         1617119.76
761000000         1714478.68
801000000         1762642.83
841000000         1834116.77
881000000         1975316.05
921000000         1973488.99
961000000         2077182.60
1001000000        2159172.35
