4	354.31353759765625
8	1.0178560018539429
16	1.7530879974365234
32	0.8724480271339417
64	1.7699840068817139
128	1.7988159656524658
256	1.1796480417251587
512	1.1696640253067017
1024	1.5545920133590698
2048	1.7715519666671753
4096	1.7140159606933594
8192	0.9400320053100586
16384	1.8780159950256348
32768	1.2862399816513062
65536	1.478943943977356
131072	2.0743041038513184
262144	2.3207039833068848
524288	2.164479970932007
1048576	4.082528114318848
2097152	2.611072063446045
4194304	4.208576202392578
8388608	11.339743614196777
16777216	16.65247917175293
33554432	18.694143295288086
67108864	44.768672943115234
134217728	83.14351654052734
268435456	146.6255645751953
536870912	399.2554931640625
