
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
4                     158.01
8                     169.66
16                    127.14
32                    115.50
64                    109.75
128                   111.75
256                   116.82
512                   143.47
1024                  217.57
2048                  200.25
4096                  204.23
8192                  237.33
16384                1446.24
32768                1743.74
65536                1999.41
131072               2266.54
262144               2977.93
524288               3902.11
1048576              9420.94
2097152             11141.84
4194304             20646.52
8388608             33003.73
16777216            56024.98
33554432           124533.51
67108864           245781.37
134217728          496064.82
268435456          970168.26
536870912         1944253.04
