
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
1000000              6959.33
41000000           155549.43
81000000           315952.10
121000000          459802.40
161000000          613990.54
201000000          765810.55
241000000          900208.40
281000000         1085946.83
321000000         1230489.91
361000000         1368129.94
401000000         1507508.42
441000000         1617331.87
481000000         1633749.19
521000000         1808508.78
561000000         1873707.47
601000000         2022680.56
641000000         2167994.99
681000000         2317371.34
721000000         2442620.45
761000000         2611906.67
801000000         2708425.19
841000000         2895118.22
881000000         3129428.54
921000000         3386767.16
961000000         3721832.98
1001000000        3804033.69
