
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
4000                   21.92
8000                   31.41
12000                  92.42
16000                  95.68
20000                  96.92
24000                  98.73
28000                 100.67
32000                 102.88
36000                 139.35
40000                 166.05
44000                 111.62
48000                 115.20
52000                 119.66
56000                 125.13
60000                 128.89
64000                 131.74
68000                 150.83
72000                 140.73
76000                 150.90
80000                 160.00
84000                 152.71
88000                 154.24
92000                 160.58
96000                 161.63
100000                164.83
104000                169.37
108000                170.53
112000                173.45
116000                177.12
120000                221.77
124000                189.72
128000                195.44
132000                201.40
136000                202.15
140000                209.35
144000                236.97
148000                217.65
152000                220.35
156000                222.77
160000                222.57
164000                226.60
168000                230.34
172000                234.31
176000                235.27
180000                239.21
184000                240.30
188000                245.32
192000                247.45
196000                379.05
200000                417.29
204000                397.97
208000                380.24
212000                371.62
216000                374.64
220000                479.00
224000                416.89
228000                372.47
232000                376.40
236000                504.33
240000                488.35
244000                410.83
248000                496.72
252000                440.35
256000                481.03
260000                529.20
264000                610.37
268000                428.08
272000                418.04
276000                471.78
280000                572.04
284000                545.25
288000                466.68
292000                470.78
296000                566.73
300000                457.96
304000                465.51
308000                473.34
312000                484.41
316000                494.60
320000                514.00
324000                493.58
328000                513.37
332000                598.89
336000                641.64
340000                643.48
344000                648.83
348000                653.02
352000                657.76
356000                776.66
360000                672.34
364000                677.77
368000                689.28
372000                539.97
376000                534.63
380000                540.16
384000                789.34
388000                650.21
392000                573.12
396000                583.76
400000                579.17
404000                596.90
408000                591.48
412000                595.70
416000                601.02
420000                643.66
424000                614.40
428000                699.66
432000                643.66
436000                624.62
440000                678.01
444000                641.64
448000                657.19
452000                663.36
456000                950.71
460000                664.99
464000                840.74
468000                663.72
472000                674.36
476000                859.01
480000                707.94
484000                701.44
488000                965.77
492000                694.16
496000                700.27
500000                934.06
504000               1003.33
508000                962.36
512000                929.23
516000                926.64
520000                931.79
524000                939.98
528000                989.59
532000                957.20
536000                973.36
540000                991.85
544000               1047.04
548000                991.08
552000                958.45
556000                814.53
560000                785.02
564000                922.52
568000                812.21
572000                798.57
576000               1005.10
580000                842.97
584000                838.83
588000                831.41
592000                835.53
596000                835.01
600000                970.24
604000                852.69
608000                849.58
612000                860.60
616000                861.77
620000                859.61
624000                905.28
628000                897.68
632000                892.63
636000                900.81
640000                896.10
644000               1163.24
648000                906.95
652000                910.96
656000                926.56
660000                935.97
664000                928.78
668000               1321.54
672000               1198.20
676000               1200.48
680000               1055.91
684000                953.23
688000                958.16
692000                973.57
696000               1421.15
700000               1273.85
704000               1305.73
708000               1254.60
712000               1253.48
716000               1264.38
720000               1374.81
724000               1295.36
728000               1291.51
732000               1338.46
736000               1304.19
740000               1304.03
744000               1362.15
748000               1414.30
752000               1322.81
756000               1324.34
760000               1455.78
764000               1132.34
768000               1066.91
772000               1097.48
776000               1090.72
780000               1137.44
784000               1388.36
788000               1491.92
792000               1220.26
796000               1357.86
800000               1144.50
804000               1248.47
808000               1080.91
812000               1094.57
816000               1137.02
820000               1145.30
824000               1199.69
828000               1588.54
832000               1196.48
836000               1182.26
840000               1174.61
844000               1419.33
848000               1495.46
852000               1571.32
856000               1235.13
860000               1203.19
864000               1227.75
868000               1235.76
872000               1321.62
876000               1695.00
880000               1255.39
884000               1308.79
888000               1262.01
892000               1250.37
896000               1272.82
900000               1274.57
904000               1584.44
908000               1300.05
912000               1589.48
916000               1296.61
920000               1305.48
924000               1306.42
928000               1330.27
932000               1327.58
936000               1362.11
940000               1400.66
944000               1341.71
948000               1348.69
952000               1352.36
956000               1432.40
960000               1739.52
964000               2070.91
968000               1783.06
972000               1802.14
976000               1808.25
980000               1901.96
984000               2115.77
988000               1834.61
992000               1864.37
996000               1851.37
1000000              1860.60
1004000              1909.11
1008000              1602.57
1012000              1491.51
1016000              1483.07
1020000              1504.38
1024000              1489.82
