
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
1000000              1151.92
41000000            69040.38
81000000           124431.07
121000000          180279.42
161000000          241259.38
201000000          301548.39
241000000          365007.08
281000000          443664.50
321000000          515568.73
361000000          618199.23
401000000          725332.74
441000000          872286.63
481000000          856763.00
521000000         1016692.66
561000000         1071910.03
601000000         1207208.37
641000000         1264708.40
681000000         1710647.13
721000000         1562895.51
761000000         1916050.69
801000000         2002879.33
841000000         2405284.33
881000000         2179935.20
921000000         2167097.87
961000000         2595448.42
1001000000        2578614.08
