	4	1479.565673828125
	8	15.812352180480957
	16	2.882431983947754
	32	2.590912103652954
	64	1.6789439916610718
	128	1.9344960451126099
	256	2.0106561183929443
	512	2.2814719676971436
	1024	2.7692160606384277
	2048	2.545664072036743
	4096	3.5696640014648438
	8192	2.8686399459838867
	16384	2.535520076751709
	32768	3.3404159545898438
	65536	2.471712112426758
	131072	3.3157119750976562
	262144	3.345695972442627
	524288	2.5721280574798584
	1048576	14.431743621826172
	2097152	12.116095542907715
	4194304	18.19375991821289
	8388608	10.419008255004883
	16777216	26.013151168823242
	33554432	43.392704010009766
	67108864	101.96793365478516
	134217728	133.83541870117188
	268435456	221.12979125976562
	536870912	411.2016906738281
