	4	518.0611572265625
	8	10.51968002319336
	16	2.658463954925537
	32	2.8692479133605957
	64	1.8882559537887573
	128	2.0999679565429688
	256	2.115583896636963
	512	2.232991933822632
	1024	2.0951039791107178
	2048	2.5859200954437256
	4096	3.0592000484466553
	8192	3.1201601028442383
	16384	1.9866880178451538
	32768	3.350399971008301
	65536	3.2885758876800537
	131072	4.032159805297852
	262144	4.227392196655273
	524288	4.687488079071045
	1048576	18.335424423217773
	2097152	12.40169620513916
	4194304	15.741312026977539
	8388608	14.814016342163086
	16777216	19.942527770996094
	33554432	52.17491149902344
	67108864	30.01136016845703
	134217728	57.42118453979492
	268435456	149.48634338378906
	536870912	310.7729187011719
