	4	1602.9058837890625
	8	14.769344329833984
	16	3.2840960025787354
	32	2.4104959964752197
	64	2.1136319637298584
	128	1.8309119939804077
	256	1.8309760093688965
	512	1.7838079929351807
	1024	1.9310719966888428
	2048	2.2742719650268555
	4096	3.0740480422973633
	8192	3.0939838886260986
	16384	2.6398720741271973
	32768	3.38918399810791
	65536	3.2218880653381348
	131072	3.259488105773926
	262144	3.8264319896698
	524288	4.887104034423828
	1048576	2.7596800327301025
	2097152	9.367327690124512
	4194304	17.885215759277344
	8388608	18.708415985107422
	16777216	25.86150360107422
	33554432	75.6911392211914
	67108864	62.99951934814453
	134217728	124.7194595336914
	268435456	185.10726928710938
	536870912	526.913818359375
