
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
1000000              1165.38
41000000            78385.71
81000000           150829.45
121000000          229938.11
161000000          316765.18
201000000          412069.38
241000000          493415.49
281000000          540480.57
321000000          634951.27
361000000          670134.31
401000000          754089.89
441000000          847451.09
481000000         1217094.94
521000000         1342270.15
561000000         1379704.60
601000000         1578452.00
641000000         1583674.68
681000000         1669857.78
721000000         1792555.23
761000000         1942591.32
801000000         1951708.37
841000000         2059021.50
881000000         2152919.66
921000000         2280205.46
961000000         2277426.08
1001000000        2465826.53
