
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
4                     140.13
8                     149.77
16                    120.91
32                    116.86
64                    175.25
128                   122.77
256                   145.91
512                   212.76
1024                  167.54
2048                  265.11
4096                  232.75
8192                  237.41
16384                1511.46
32768                1786.94
65536                1946.28
131072               2156.06
262144               2802.86
524288               3586.86
1048576              7353.28
2097152              9910.50
4194304             17238.42
8388608             31109.61
16777216            64436.76
33554432           120751.88
67108864           316959.40
134217728          481462.25
268435456          961279.19
536870912         1923622.61
