
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
4                       7.54
8                       7.13
16                      7.17
32                      7.28
64                      7.39
128                    26.51
256                    10.33
512                    11.13
1024                   12.40
2048                   14.79
4096                   19.81
8192                   27.27
16384                  86.71
32768                 120.63
65536                 132.64
131072                184.31
262144                459.93
524288                765.86
1048576              1069.85
2097152              3812.69
4194304              6162.78
8388608             11251.55
16777216            26852.01
33554432            57342.48
67108864           115714.53
134217728          243139.19
268435456          475884.03
536870912          965146.45
