
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
1000000              5816.54
9000000             30751.87
17000000            57818.81
25000000            86832.64
33000000           117524.72
41000000           142611.34
49000000           167267.80
57000000           197794.14
65000000           234207.50
73000000           261422.52
81000000           288590.24
89000000           318252.28
97000000           348650.71
105000000          368056.47
113000000          404604.52
121000000          436177.97
129000000          556519.56
137000000          485138.84
145000000          526857.72
153000000          550353.53
161000000          720398.27
169000000          636250.58
177000000          637368.49
185000000          675706.35
193000000          691638.35
201000000          728075.61
209000000          752640.16
217000000          781578.30
225000000          824093.99
233000000          824417.56
241000000          860092.99
249000000          975056.31
257000000          855433.33
265000000          869763.93
273000000          979782.65
281000000          951466.09
289000000          990172.84
297000000         1021762.08
305000000         1108519.26
313000000         1051824.54
321000000         1086362.69
329000000         1130622.74
337000000         1181980.08
345000000         1161050.33
353000000         1184442.27
361000000         1234588.97
369000000         1228762.90
377000000         1266257.95
385000000         1259780.70
393000000         1323140.90
401000000         1491764.21
409000000         1345511.20
417000000         1501852.54
425000000         1431523.15
433000000         1479831.49
441000000         1523212.08
449000000         1491319.01
457000000         1539182.04
465000000         1545507.14
473000000         1564570.29
481000000         1682567.97
489000000         1669017.95
497000000         1733176.05
505000000         1655803.59
