
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
4                     116.67
8                     124.35
16                    191.58
32                    133.50
64                    148.74
128                   121.28
256                   132.24
512                   141.96
1024                  159.32
2048                  202.98
4096                  214.38
8192                  230.53
16384                1455.50
32768                1786.26
65536                1900.55
131072               2279.57
262144               3010.67
524288               4057.96
1048576              8843.27
2097152             11617.38
4194304             19835.66
8388608             31980.29
16777216            56165.50
33554432           120334.25
67108864           243517.25
134217728          492217.46
268435456         1040149.55
536870912         1984026.81
