
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
4                     124.09
8                     118.46
16                    109.33
32                    116.06
64                    132.27
128                   128.67
256                   136.95
512                   135.32
1024                  198.10
2048                  223.39
4096                  215.48
8192                  243.65
16384                1491.33
32768                1907.48
65536                1928.60
131072               2463.15
262144               2773.90
524288               3822.17
1048576              8210.17
2097152             12273.55
4194304             15610.39
8388608             29128.37
16777216            63734.97
33554432           118312.82
67108864           242133.35
134217728          473333.89
268435456          961888.45
536870912         1939461.45
