
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
4                       7.61
8                       7.19
16                      7.28
32                      7.29
64                     29.63
128                     9.96
256                    10.28
512                    11.25
1024                   12.56
2048                   14.82
4096                   20.43
8192                   40.93
16384                  97.50
32768                 127.46
65536                 141.35
131072                199.08
262144                992.03
524288                900.78
1048576              1516.32
2097152              2698.22
4194304              5885.25
8388608             11178.01
16777216            30838.70
33554432            68297.55
67108864           129992.28
134217728          264259.76
268435456          510309.62
536870912         1020870.99
