
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
1000000              5519.21
41000000           159890.09
81000000           312760.10
121000000          458358.23
161000000          615741.53
201000000          767355.82
241000000          919766.74
281000000         1150034.99
321000000         1229641.75
361000000         1371288.03
401000000         1503108.46
441000000         1669434.06
481000000         1826544.21
521000000         1959372.32
561000000         2151524.56
601000000         2269939.75
641000000         2434390.67
681000000         2574110.20
721000000         2772309.08
761000000         2903867.07
801000000         3077333.24
841000000         3214335.40
881000000         3383117.16
921000000         3551888.84
961000000         3945936.30
1001000000        3809859.46
