
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
4                      89.32
8                      83.28
16                     92.35
32                     85.95
64                     94.63
128                   101.60
256                   101.38
512                   120.98
1024                  139.38
2048                  154.44
4096                  186.96
8192                  223.00
16384                 832.97
32768                 918.70
65536                 979.19
131072               1333.45
262144               1946.84
524288               2453.89
1048576              3261.54
2097152             13156.18
4194304             16061.55
8388608             24512.15
16777216            41796.03
33554432            77380.29
67108864           150123.33
134217728          298557.03
268435456          594701.26
536870912         1237899.70
