
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
4                      91.75
8                      84.75
16                     98.75
32                     89.05
64                    101.49
128                    98.54
256                   104.03
512                   122.61
1024                  139.14
2048                  156.41
4096                  177.74
8192                  232.07
16384                 892.42
32768                 958.67
65536                1125.07
131072               1484.05
262144               1932.52
524288               2574.25
1048576              3238.02
2097152             13570.40
4194304             16608.84
8388608             25126.01
16777216            42905.32
33554432            77825.12
67108864           151357.21
134217728          298582.51
268435456          584742.44
536870912         1221799.80
