4	437.8628845214844
8	1.9258240461349487
16	1.9968960285186768
32	2.1991679668426514
64	1.8672959804534912
128	2.002943992614746
256	1.896448016166687
512	1.9250240325927734
1024	1.922111988067627
2048	1.8273600339889526
4096	1.833791971206665
8192	1.7900480031967163
16384	1.5918079614639282
32768	1.727679967880249
65536	2.207808017730713
131072	1.929792046546936
262144	2.0093119144439697
524288	2.253312110900879
1048576	15.726304054260254
2097152	8.102335929870605
4194304	11.598560333251953
8388608	9.683456420898438
16777216	22.045120239257812
33554432	30.76278305053711
67108864	30.091615676879883
134217728	144.47975158691406
268435456	255.01177978515625
536870912	595.6241455078125
