
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
4                       7.84
8                       7.40
16                      7.30
32                      7.34
64                      7.47
128                    10.19
256                    22.00
512                    11.47
1024                   12.50
2048                   15.26
4096                   20.43
8192                   28.91
16384                  94.18
32768                 120.43
65536                 140.19
131072                194.56
262144                518.89
524288               1153.12
1048576              1566.98
2097152              2172.82
4194304              4268.03
8388608             10444.76
16777216            25529.41
33554432            55447.95
67108864           110610.23
134217728          225342.90
268435456          469807.55
536870912          953709.98
