
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
4                       7.67
8                       7.53
16                      7.61
32                      8.06
64                      7.84
128                    14.42
256                    10.80
512                    11.26
1024                   13.17
2048                   15.60
4096                   20.77
8192                   29.33
16384                  89.82
32768                 122.63
65536                 135.48
131072                189.02
262144                406.72
524288               1148.43
1048576              1647.61
2097152              2355.10
4194304              5532.42
8388608              9559.68
16777216            23910.90
33554432            59199.15
67108864           127429.58
134217728          252765.82
268435456          511026.10
536870912         1121208.56
