
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
1000000              6141.31
41000000           162358.97
81000000           298779.24
121000000          438619.98
161000000          594260.72
201000000          742748.10
241000000         1009806.58
281000000         1029482.28
321000000         1180433.85
361000000         1316729.85
401000000         1474929.06
441000000         1631631.94
481000000         1795188.78
521000000         1953964.96
561000000         2087308.66
601000000         2242085.04
641000000         2426943.32
681000000         2758830.73
721000000         2643400.97
761000000         2772948.86
801000000         3002926.04
841000000         3119754.39
881000000         3148130.49
921000000         3332229.57
961000000         3494143.23
1001000000        3628682.96
