
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
4                     115.84
8                     118.00
16                    106.63
32                    121.80
64                    116.97
128                   126.52
256                   126.98
512                   133.91
1024                  157.76
2048                  189.82
4096                  232.06
8192                  232.61
16384                1433.45
32768                1715.52
65536                2070.25
131072               2135.54
262144               2643.34
524288               3612.06
1048576              9872.77
2097152             10029.36
4194304             18592.12
8388608             26961.62
16777216            54051.69
33554432           131822.84
67108864           242515.15
134217728          492893.94
268435456         1033238.83
536870912         1966576.60
