
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
1000000              1961.52
41000000            74555.08
81000000           163790.78
121000000          201234.50
161000000          285091.84
201000000          362053.18
241000000          448521.17
281000000          476010.83
321000000          551372.30
361000000          620959.02
401000000          684862.61
441000000          788298.44
481000000          836723.67
521000000          870191.74
561000000         1083430.56
601000000         1009009.76
641000000         1048710.87
681000000         1200006.00
721000000         1220561.75
761000000         1386456.49
801000000         1463534.37
841000000         1555731.59
881000000         1654018.31
921000000         1714366.01
961000000         1811835.15
1001000000        1836924.50
