
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
4                      13.85
8                      12.80
16                     26.80
32                      7.41
64                      7.55
128                    10.22
256                    10.36
512                    11.28
1024                   12.40
2048                   14.79
4096                   31.81
8192                   27.74
16384                  99.10
32768                 100.56
65536                 133.97
131072                180.00
262144                593.76
524288                971.96
1048576              1078.87
2097152              2109.16
4194304              6183.92
8388608             11245.56
16777216            30037.95
33554432            70272.56
67108864           126812.85
134217728          251599.38
268435456          475925.72
536870912         1043071.59
