
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
4                     108.51
8                     112.48
16                    117.16
32                    108.64
64                    109.95
128                   121.17
256                   139.72
512                   137.67
1024                  168.81
2048                  202.92
4096                  214.19
8192                  219.96
16384                1482.52
32768                1703.84
65536                1951.81
131072               2144.66
262144               2683.36
524288               6004.03
1048576              8730.84
2097152              9328.38
4194304             15350.42
8388608             27753.09
16777216            53810.43
33554432           107482.64
67108864           233470.00
134217728          457837.71
268435456          929416.13
536870912         1921257.75
