
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
4000                   22.04
8000                   32.14
12000                  90.60
16000                  95.82
20000                  97.18
24000                  98.10
28000                  99.21
32000                 101.39
36000                 109.27
40000                 228.95
44000                 116.59
48000                 119.18
52000                 122.27
56000                 127.03
60000                 176.83
64000                 134.27
68000                 137.51
72000                 138.61
76000                 145.93
80000                 145.70
84000                 148.57
88000                 152.59
92000                 155.78
96000                 158.31
100000                161.18
104000                164.30
108000                166.88
112000                170.32
116000                173.33
120000                178.30
124000                180.00
128000                183.51
132000                191.94
136000                190.81
140000                195.85
144000                198.49
148000                203.32
152000                202.33
156000                205.06
160000                207.52
164000                214.22
168000                216.14
172000                217.12
176000                218.09
180000                225.05
184000                227.17
188000                270.77
192000                243.68
196000                475.69
200000                460.57
204000                462.99
208000                467.90
212000                475.26
216000                487.14
220000                488.30
224000                487.57
228000                493.48
232000                503.68
236000                505.45
240000                517.16
244000                582.25
248000                559.19
252000                578.75
256000                570.87
260000                565.56
264000                547.73
268000                553.29
272000                551.14
276000                528.62
280000                419.53
284000                425.82
288000                425.63
292000                430.32
296000                432.39
300000                438.49
304000                508.90
308000                548.74
312000                639.05
316000                450.23
320000                451.70
324000                456.09
328000                469.73
332000                483.45
336000                486.42
340000                481.90
344000                484.40
348000                491.29
352000                519.11
356000                542.39
360000                516.49
364000                510.98
368000                512.46
372000                516.86
376000                514.62
380000                516.05
384000                540.15
388000                531.16
392000                533.78
396000                620.12
400000                557.10
404000                552.02
408000                598.01
412000                658.74
416000                634.39
420000                774.45
424000                785.12
428000                799.52
432000                811.98
436000                801.68
440000                810.47
444000                824.62
448000                827.05
452000                831.13
456000                835.59
460000                847.89
464000                790.57
468000                677.74
472000                657.43
476000                641.61
480000                639.70
484000                651.08
488000                659.38
492000                666.83
496000                658.46
500000                667.93
504000                667.11
508000                825.09
512000                936.20
516000                962.06
520000                959.82
524000                960.84
528000                964.90
532000                969.83
536000               1014.67
540000                983.13
544000               1056.99
548000               1006.03
552000               1018.85
556000               1068.10
560000               1041.60
564000               1050.29
568000               1043.10
572000               1088.42
576000               1044.39
580000               1169.18
584000               1070.14
588000               1061.73
592000               1133.60
596000               1097.20
600000               1192.62
604000               1111.37
608000               1114.42
612000               1116.62
616000               1119.88
620000               1137.62
624000               1213.23
628000               1176.59
632000               1161.51
636000               1168.96
640000               1174.91
644000               1169.77
648000               1188.09
652000               1216.71
656000               1202.37
660000               1242.82
664000               1225.65
668000               1253.86
672000               1232.74
676000               1276.00
680000               1305.00
684000               1321.61
688000               1288.68
692000               1293.18
696000               1274.01
700000               1311.64
704000               1356.54
708000               1304.43
712000               1305.49
716000               1312.27
720000               1352.43
724000               1323.90
728000               1356.31
732000               1384.51
736000               1340.45
740000               1358.05
744000               1360.00
748000               1527.02
752000               1444.88
756000               1382.06
760000               1394.16
764000               1476.30
768000               1402.58
772000               1527.36
776000               1454.81
780000               1427.41
784000               1427.42
788000               1439.67
792000               1495.70
796000               1473.12
800000               1525.31
804000               1577.35
808000               1462.79
812000               1472.55
816000               1494.25
820000               1534.10
824000               1520.34
828000               1545.59
832000               1534.14
836000               1539.97
840000               1620.41
844000               1540.39
848000               1553.66
852000               1651.90
856000               1556.82
860000               1579.59
864000               1581.33
868000               1597.95
872000               1592.65
876000               1648.48
880000               1611.39
884000               1609.45
888000               1647.74
892000               1656.04
896000               1624.32
900000               1685.34
904000               1657.07
908000               1631.59
912000               1656.35
916000               1657.24
920000               1680.88
924000               1740.76
928000               1703.06
932000               1959.02
936000               1705.89
940000               1704.54
944000               1897.03
948000               1765.34
952000               1754.38
956000               1753.29
960000               1748.59
964000               1780.03
968000               1930.28
972000               1869.34
976000               1783.73
980000               1901.58
984000               1807.48
988000               1841.26
992000               1823.71
996000               1849.49
1000000              1845.12
1004000              1865.64
1008000              1922.70
1012000              1943.78
1016000              1871.59
1020000              1886.59
1024000              1877.54
