
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
4                     127.79
8                     135.04
16                    115.76
32                    129.64
64                    119.36
128                   135.14
256                   154.50
512                   154.96
1024                  173.05
2048                  230.16
4096                  223.67
8192                  264.48
16384                1583.19
32768                1880.83
65536                2081.58
131072               2489.13
262144               2851.82
524288               3842.69
1048576              8837.87
2097152             10966.26
4194304             16154.89
8388608             28544.21
16777216            61856.69
33554432           119735.54
67108864           246499.93
134217728          490198.51
268435456          971992.73
536870912         2054355.44
