# OSU MPI Latency Test v5.7
# Size          Latency (us)
1000000              1082.75
3000000              2849.37
5000000              4675.87
7000000              6555.86
9000000              8425.18
11000000            10224.47
13000000            12059.02
15000000            13899.98
17000000            15737.06
19000000            17624.34
21000000            19361.86
23000000            21167.17
25000000            23199.00
27000000            24889.15
29000000            26732.80
31000000            28657.05
33000000            30270.57
35000000            32024.82
37000000            33866.55
39000000            35917.20
41000000            38228.42
43000000            39365.68
45000000            41375.19
47000000            42992.22
49000000            44739.79
51000000            46605.15
53000000            48424.13
55000000            53612.59
57000000            52064.76
59000000            54053.27
61000000            55867.74
63000000            57496.32
65000000            59183.19
67000000            61104.03
69000000            62788.29
71000000            64471.34
73000000            66597.09
75000000            68443.65
77000000            70258.66
79000000            72481.65
81000000            76645.63
83000000            80163.81
85000000            77383.49
87000000            79148.78
89000000            80969.63
91000000            87155.15
93000000            84608.83
95000000            86178.52
97000000            87953.93
99000000            89708.24
101000000           92109.81
103000000           93525.68
105000000           95190.24
107000000           96855.34
109000000           98818.23
111000000          100072.08
113000000          102577.51
115000000          104020.32
117000000          106176.71
119000000          109475.09
121000000          109710.20
123000000          112816.26
125000000          110792.45
127000000          112851.24
129000000          114287.41
131000000          116072.24
133000000          117164.74
135000000          118731.55
137000000          120645.13
139000000          122489.78
141000000          124661.70
143000000          126025.00
145000000          127791.59
147000000          129480.71
149000000          131045.21
151000000          132863.52
153000000          138856.01
155000000          137043.66
157000000          139256.62
159000000          141771.26
161000000          149571.86
163000000          144715.44
165000000          146682.14
167000000          148494.99
169000000          151787.30
171000000          153566.32
173000000          153572.12
175000000          154875.70
177000000          157145.41
179000000          158304.06
181000000          164786.35
183000000          162016.83
185000000          164207.89
187000000          165497.34
189000000          167369.33
191000000          169165.26
193000000          175166.69
195000000          172441.22
197000000          176243.63
199000000          175870.15
201000000          178495.87
203000000          184570.53
205000000          181190.32
207000000          184346.06
209000000          185793.68
211000000          188693.85
213000000          191607.74
215000000          192082.20
217000000          196483.61
219000000          193131.70
221000000          195401.48
223000000          199633.53
225000000          205285.26
227000000          208826.72
229000000          205079.60
231000000          214396.91
233000000          207886.76
235000000          208711.44
237000000          213073.19
239000000          214842.88
241000000          221592.91
243000000          216523.66
245000000          220328.53
247000000          221658.03
249000000          223474.49
251000000          225305.21
253000000          226528.23
255000000          228615.55
257000000          228579.51
259000000          229699.87
261000000          238702.01
263000000          235369.78
265000000          236085.27
267000000          241465.85
269000000          238823.21
271000000          241953.78
273000000          248311.59
275000000          246389.18
277000000          249418.24
279000000          256204.71
281000000          249180.18
283000000          254595.26
285000000          252653.58
287000000          255525.05
289000000          257448.12
291000000          263146.07
293000000          266150.31
295000000          262109.39
297000000          265273.25
299000000          272318.77
301000000          271826.84
303000000          277142.91
305000000          273873.13
307000000          273544.43
309000000          281155.28
311000000          286457.38
313000000          283852.43
315000000          284531.14
317000000          287645.39
319000000          286502.94
321000000          289888.09
323000000          288258.14
325000000          294461.05
327000000          293732.64
329000000          293878.64
331000000          296422.53
333000000          301119.20
335000000          296756.89
337000000          295922.75
339000000          302807.24
341000000          304396.36
343000000          310547.07
345000000          311283.01
347000000          315924.47
349000000          331131.40
351000000          324000.60
353000000          325450.66
355000000          332969.13
357000000          323221.10
359000000          327861.86
361000000          334800.43
363000000          331387.25
365000000          333298.08
367000000          337357.65
369000000          347734.53
371000000          339448.94
373000000          342301.82
375000000          342836.20
377000000          343081.01
379000000          355673.08
381000000          356674.77
383000000          368408.43
385000000          357647.56
387000000          366321.03
389000000          364456.74
391000000          358271.72
393000000          361491.18
395000000          359295.02
397000000          358531.68
399000000          360477.02
401000000          365544.40
403000000          362502.43
405000000          365886.22
407000000          371189.75
409000000          374103.87
411000000          373684.22
413000000          385289.86
415000000          379821.93
417000000          377961.37
419000000          378862.73
421000000          379897.90
423000000          381470.96
425000000          385115.25
427000000          386417.97
429000000          389631.32
431000000          390212.55
433000000          391779.30
435000000          392874.19
437000000          394813.80
439000000          398157.30
441000000          397184.52
443000000          399280.52
445000000          404260.65
447000000          402779.01
449000000          404012.87
451000000          401445.87
453000000          399779.91
455000000          403171.94
457000000          405740.63
459000000          406485.10
461000000          408520.89
463000000          409201.38
465000000          414496.30
467000000          422268.69
469000000          415956.17
471000000          418175.01
473000000          427052.58
475000000          426002.31
477000000          436975.20
479000000          428753.61
481000000          436385.32
483000000          438217.60
485000000          446783.25
487000000          434624.33
489000000          443510.26
491000000          451267.70
493000000          448382.22
495000000          442092.41
497000000          450098.02
499000000          451469.34
501000000          453167.20
503000000          460574.51
505000000          461906.44
507000000          456468.13
509000000          454246.23
511000000          461426.13
