
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
1000000              5000.80
9000000             35897.02
17000000            57529.00
25000000            86606.42
33000000           116619.76
41000000           160059.40
49000000           170088.74
57000000           212849.83
65000000           232033.37
73000000           329472.12
81000000           295797.22
89000000           311277.54
97000000           339882.95
105000000          368649.44
113000000          490541.51
121000000          437965.30
129000000          459748.59
137000000          490390.65
145000000          513717.70
153000000          525302.97
161000000          546923.55
169000000          560994.21
177000000          627434.65
185000000          634912.75
193000000          659380.92
201000000          679201.95
209000000          733697.37
217000000          753561.93
225000000          788602.88
233000000          812108.95
241000000          832493.30
249000000          863175.53
257000000          975192.66
265000000          909514.68
273000000          936685.11
281000000          953078.03
289000000         1018739.50
297000000         1045302.71
305000000         1053768.54
313000000         1246508.49
321000000         1197497.61
329000000         1136842.10
337000000         1174926.82
345000000         1181968.04
353000000         1183903.80
361000000         1267239.30
369000000         1263629.80
377000000         1305115.68
385000000         1384638.73
393000000         1298033.62
401000000         1440227.46
409000000         1483689.31
417000000         1403200.60
425000000         1468871.17
433000000         1474084.54
441000000         1715551.56
449000000         1537892.19
457000000         1592612.85
465000000         1637147.74
473000000         1622989.84
481000000         1637071.26
489000000         1685658.11
497000000         1800444.55
505000000         1732633.08
