
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
1000000              1342.61
41000000            83788.64
81000000           159074.50
121000000          224150.89
161000000          303442.93
201000000          373897.92
241000000          459445.09
281000000          508124.43
321000000          592325.32
361000000          607840.86
401000000          690232.28
441000000          742412.23
481000000          808161.13
521000000          926274.37
561000000         1018392.06
601000000         1092428.81
641000000         1180062.87
681000000         1242941.29
721000000         1335343.65
761000000         1403115.96
801000000         1481211.84
841000000         1570890.60
881000000         1628232.22
921000000         1709313.96
961000000         1794718.59
1001000000        1879864.54
