
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
1000000              5875.71
41000000           159169.15
81000000           307147.55
121000000          453973.72
161000000          632501.88
201000000          779646.03
241000000          908884.15
281000000         1056554.88
321000000         1204426.50
361000000         1381379.05
401000000         1536205.17
441000000         1634448.38
481000000         1828647.32
521000000         1954949.69
561000000         2116820.29
601000000         2578566.35
641000000         2534240.86
681000000         2585472.23
721000000         2811099.57
761000000         3061567.32
801000000         3076531.11
841000000         3312449.26
881000000         3441843.76
921000000         3581349.11
961000000         3862281.06
1001000000        3797401.54
