
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
4000                  231.67
8000                  225.76
12000                1296.69
16000                1370.87
20000                1481.82
24000                1697.17
28000                1702.65
32000                1772.58
36000                1758.55
40000                1877.62
44000                1734.24
48000                2086.49
52000                1895.82
56000                1889.35
60000                1883.64
64000                1895.10
68000                2062.53
72000                2136.45
76000                2257.50
80000                2196.49
84000                2044.18
88000                2037.79
92000                2075.50
96000                2127.92
100000               2069.27
104000               2080.02
108000               2060.36
112000               2026.61
116000               2151.44
120000               2066.37
124000               2107.01
128000               2164.29
132000               2163.95
136000               2146.73
140000               2134.91
144000               2194.48
148000               2304.21
152000               2263.85
156000               2168.13
160000               2202.99
164000               2267.94
168000               2346.20
172000               2248.87
176000               2482.20
180000               2246.36
184000               2302.53
188000               2382.76
192000               2588.30
196000               2310.38
200000               2359.74
204000               2604.77
208000               2600.59
212000               2525.20
216000               2571.93
220000               2570.57
224000               2553.14
228000               2627.36
232000               2895.20
236000               2547.60
240000               2680.08
244000               2946.46
248000               2546.64
252000               2932.47
256000               2589.31
260000               2663.22
264000               2753.53
268000               2766.22
272000               2759.00
276000               2846.33
280000               2928.03
284000               3034.72
288000               2800.84
292000               2975.66
296000               2701.52
300000               2797.45
304000               2874.39
308000               2825.85
312000               2839.23
316000               2825.86
320000               2927.63
324000               2997.02
328000               2933.82
332000               2889.19
336000               2871.17
340000               2857.84
344000               2835.53
348000               2894.27
352000               2887.01
356000               3072.73
360000               2978.23
364000               3143.00
368000               3068.86
372000               3108.12
376000               3345.65
380000               3138.87
384000               3111.90
388000               3312.63
392000               3010.97
396000               3120.58
400000               3220.78
404000               3054.72
408000               3366.49
412000               3446.39
416000               3199.09
420000               3643.48
424000               3334.30
428000               3602.60
432000               3482.29
436000               3130.28
440000               3151.46
444000               3218.84
448000               3345.62
452000               3240.33
456000               3611.52
460000               3532.18
464000               3469.62
468000               3422.12
472000               3356.31
476000               3298.43
480000               3183.50
484000               3225.78
488000               3252.41
492000               3747.82
496000               3684.44
500000               3550.44
504000               3696.27
508000               3720.47
512000               3807.98
516000               3774.11
520000               3685.94
524000               3766.20
528000               3561.74
532000               3835.68
536000               3819.05
540000               3729.80
544000               3820.31
548000               3855.57
552000               4043.03
556000               3785.99
560000               3999.66
564000               4024.42
568000               4050.48
572000               4166.58
576000               4067.60
580000               3952.21
584000               4077.94
588000               4056.88
592000               3970.55
596000               4126.65
600000               3962.71
604000               4092.09
608000               4192.39
612000               4093.59
616000               3874.85
620000               3946.37
624000               4088.75
628000               4206.10
632000               3918.31
636000               3899.34
640000               3856.27
644000               4020.81
648000               4062.37
652000               4017.11
656000               4034.05
660000               4142.61
664000               4252.67
668000               4114.73
672000               4080.89
676000               4212.95
680000               4237.30
684000               4315.36
688000               4109.34
692000               4538.39
696000               4204.45
700000               4895.22
704000               4170.40
708000               4236.54
712000               4437.91
716000               4572.90
720000               4453.24
724000               4272.88
728000               4235.05
732000               4325.27
736000               4228.78
740000               4414.77
744000               4253.53
748000               4387.93
752000               6202.35
756000               8179.18
760000               5495.44
764000               4184.52
768000               4360.64
772000               4462.53
776000               4198.27
780000               4270.24
784000               4521.75
788000               4379.25
792000               4482.70
796000               4522.77
800000               4517.30
804000               4463.93
808000               4867.33
812000               4305.12
816000               4781.17
820000               4664.43
824000               4734.84
828000               4979.76
832000               4641.38
836000               4697.23
840000               4859.29
844000               4712.17
848000               4416.59
852000               4672.03
856000               4713.46
860000               4385.57
864000               4649.16
868000               4637.34
872000               4470.72
876000               4678.98
880000               4450.19
884000               4515.19
888000               4698.42
892000               4542.04
896000               4592.00
900000               4624.57
904000               4695.70
908000               4629.05
912000               5092.50
916000               4604.63
920000               4869.16
924000               4828.74
928000               4943.46
932000               4665.41
936000               5278.00
940000               4890.46
944000               5431.44
948000               4958.47
952000               5168.37
956000               4948.53
960000               4792.42
964000               5265.94
968000               5127.43
972000               4710.29
976000               4878.36
980000               4680.88
984000               4718.44
988000               5116.68
992000               4865.35
996000               4877.80
1000000              4816.24
1004000              4767.04
1008000              5068.11
1012000              4950.33
1016000              5256.55
1020000              4928.44
1024000              5147.46
