
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
1000000              1334.74
41000000           103877.33
81000000           188316.32
121000000          265248.48
161000000          373786.12
201000000          447688.69
241000000          549031.62
281000000          586459.81
321000000          724626.45
361000000          815628.25
401000000          919505.51
441000000          976070.57
481000000         1099392.65
521000000         1174040.02
561000000         1247637.50
601000000         1358909.16
641000000         1417735.26
681000000         1478561.59
721000000         1626619.93
761000000         1668494.21
801000000         1734168.78
841000000         1832473.44
881000000         1960205.76
921000000         1967816.73
961000000         2067301.71
1001000000        2132732.10
