
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
1000000              1052.02
9000000             14729.44
17000000            32003.24
25000000            47577.80
33000000            57034.66
41000000            78554.71
49000000            92095.22
57000000           111855.68
65000000           124825.73
73000000           133767.25
81000000           141005.20
89000000           151047.78
97000000           168235.07
105000000          173322.84
113000000          192662.58
121000000          211494.09
129000000          228746.02
137000000          252739.16
145000000          261218.70
153000000          286385.30
161000000          289334.83
169000000          341582.03
177000000          363370.89
185000000          346260.15
193000000          370048.55
201000000          404836.25
209000000          387597.71
217000000          402035.99
225000000          447131.47
233000000          484106.66
241000000          480446.49
249000000          474617.70
257000000          503890.04
265000000          502271.01
273000000          527543.29
281000000          540204.11
289000000          582380.62
297000000          606937.59
305000000          626552.30
313000000          654365.26
321000000          663349.77
329000000          676550.30
337000000          617552.22
345000000          668015.17
353000000          710160.31
361000000          695693.84
369000000          662906.51
377000000          658700.05
385000000          677763.48
393000000          692240.74
401000000          725767.15
409000000          744645.62
417000000          762753.85
425000000          745579.02
433000000          846581.01
441000000          855317.14
449000000          878443.01
457000000          885804.52
465000000          818363.96
473000000          880375.96
481000000          887426.39
489000000          885992.08
497000000          906735.18
505000000          915796.16
