
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
4000                   71.22
8000                   73.39
12000                 141.62
16000                 143.15
20000                 148.90
24000                 152.41
28000                 166.33
32000                 160.66
36000                 179.89
40000                 168.90
44000                 172.46
48000                 181.56
52000                 205.49
56000                 201.95
60000                 201.11
64000                 217.81
68000                 220.80
72000                 223.64
76000                 225.67
80000                 225.29
84000                 229.23
88000                 226.19
92000                 228.64
96000                 231.80
100000                238.44
104000                246.10
108000                245.22
112000                242.85
116000                247.89
120000                252.85
124000                255.08
128000                260.01
132000                377.35
136000                414.39
140000                433.22
144000                449.63
148000                453.22
152000                513.26
156000                496.79
160000                446.71
164000                470.94
168000                466.53
172000                458.71
176000                514.42
180000                486.86
184000                528.61
188000                479.23
192000                547.58
196000                506.36
200000                540.26
204000                592.23
208000                578.85
212000                504.57
216000                504.86
220000                566.75
224000                528.79
228000                558.18
232000                589.16
236000                565.77
240000                610.75
244000                542.52
248000                558.00
252000                579.46
256000                592.57
260000                588.06
264000                613.25
268000                620.05
272000                607.51
276000                670.56
280000                637.33
284000                632.51
288000                637.78
292000                603.33
296000                647.43
300000                628.20
304000                662.55
308000                627.42
312000                664.82
316000                641.84
320000                640.86
324000                663.96
328000                670.85
332000                675.91
336000                700.43
340000                625.05
344000                627.79
348000                630.64
352000                652.64
356000                637.00
360000                721.65
364000                689.15
368000                688.41
372000                701.05
376000                751.19
380000                690.65
384000                677.25
388000                716.09
392000                721.31
396000                736.85
400000                718.43
404000                789.96
408000                777.89
412000                745.16
416000                734.54
420000                796.68
424000                827.85
428000                855.66
432000                824.19
436000                758.82
440000                800.62
444000                798.80
448000                724.16
452000                739.57
456000                777.34
460000                764.40
464000                806.12
468000                840.06
472000                778.08
476000                825.31
480000                791.44
484000                803.09
488000                815.42
492000                829.87
496000                832.89
500000                827.50
504000                826.84
508000                862.32
512000                843.73
516000                836.32
520000                851.27
524000                910.66
528000                898.96
532000                876.78
536000                888.41
540000                915.15
544000                916.07
548000                906.50
552000                898.55
556000                898.95
560000                903.18
564000                939.68
568000                938.71
572000                902.02
576000                964.47
580000                925.73
584000                939.72
588000                971.84
592000                932.90
596000                943.12
600000                961.21
604000                960.85
608000                935.10
612000                933.66
616000                942.79
620000                982.00
624000                982.34
628000                960.39
632000               1058.08
636000               1005.55
640000                963.58
644000                973.73
648000                987.67
652000                982.62
656000               1035.79
660000               1017.42
664000               1015.94
668000               1027.47
672000               1021.12
676000               1044.30
680000               1048.65
684000               1090.81
688000               1038.80
692000               1025.78
696000               1055.40
700000               1059.98
704000               1056.18
708000               1040.84
712000               1051.07
716000               1063.22
720000               1088.78
724000               1061.33
728000               1053.37
732000               1087.51
736000               1065.59
740000               1102.85
744000               1116.53
748000               1107.95
752000               1078.51
756000               1097.27
760000               1102.20
764000               1125.39
768000               1109.16
772000               1125.51
776000               1107.91
780000               1140.21
784000               1132.10
788000               1130.50
792000               1187.69
796000               1148.61
800000               1144.04
804000               1148.18
808000               1184.33
812000               1189.88
816000               1184.73
820000               1171.17
824000               1213.87
828000               1177.38
832000               1192.60
836000               1174.73
840000               1191.74
844000               1172.72
848000               1198.60
852000               1192.52
856000               1192.00
860000               1199.50
864000               1218.13
868000               1214.48
872000               1206.24
876000               1283.80
880000               1210.67
884000               1239.64
888000               1258.90
892000               1236.49
896000               1261.20
900000               1243.62
904000               1265.90
908000               1253.99
912000               1278.38
916000               1338.90
920000               1272.85
924000               1284.44
928000               1300.32
932000               1295.74
936000               1290.63
940000               1305.92
944000               1304.59
948000               1307.97
952000               1309.88
956000               1302.89
960000               1357.20
964000               1326.38
968000               1331.24
972000               1316.77
976000               1325.27
980000               1331.10
984000               1338.98
988000               1352.91
992000               1362.47
996000               1389.35
1000000              1351.88
1004000              1361.61
1008000              1368.66
1012000              1370.13
1016000              1407.66
1020000              1383.57
1024000              1402.18
