
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
1000000               394.56
41000000            32830.42
81000000            69349.30
121000000          109181.26
161000000          140528.12
201000000          194200.02
241000000          224163.90
281000000          256962.68
321000000          298365.45
361000000          323498.35
401000000          357506.02
441000000          395014.76
481000000          460323.94
521000000          469324.47
561000000          512048.72
601000000          581195.11
641000000          578978.65
681000000          638083.67
721000000          671440.12
761000000          668938.12
801000000          709663.48
841000000          807218.77
881000000          860554.81
921000000          932714.13
961000000          944286.44
1001000000        1046952.98
