
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
1000000               477.67
41000000            33125.82
81000000            66432.49
121000000          101401.25
161000000          137393.25
201000000          173146.54
241000000          207022.10
281000000          240198.23
321000000          272834.09
361000000          311187.04
401000000          359558.00
441000000          394431.83
481000000          413825.79
521000000          449781.39
561000000          486871.43
601000000          523182.07
641000000          602039.91
681000000          633916.79
721000000          641732.47
761000000          705010.22
801000000          741440.60
841000000          734767.76
881000000          816778.03
921000000          825655.80
961000000          879068.13
1001000000         933744.84
