
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
1000000               388.97
41000000            32530.28
81000000            69075.35
121000000          100680.22
161000000          136180.28
201000000          172647.25
241000000          223273.01
281000000          238383.85
321000000          278260.50
361000000          311992.06
401000000          344351.96
441000000          382609.51
481000000          412516.58
521000000          457005.32
561000000          490266.42
601000000          526775.67
641000000          590229.40
681000000          637390.00
721000000          637394.93
761000000          669252.03
801000000          727698.64
841000000          740727.73
881000000          775397.49
921000000          831226.82
961000000          859838.06
1001000000         945330.80
