# OSU MPI Latency Test v5.7
# Size          Latency (us)
4000000             51561.54
5000000             67727.65
6000000             69969.09
7000000             92824.44
8000000             85176.58
9000000            115186.32
10000000           132183.91
11000000           127980.37
12000000           157355.16
13000000           120781.62
14000000           169121.72
15000000           181411.64
16000000           174243.56
17000000           205979.24
18000000           190853.42
19000000           227343.30
20000000           238066.12
21000000           227768.85
22000000           270828.14
23000000           273393.89
24000000           277154.32
25000000           310144.45
26000000           270918.47
27000000           316276.43
28000000           337300.28
29000000           322801.06
30000000           349432.40
31000000           325726.72
32000000           357891.80
33000000           378403.31
34000000           374688.07
35000000           397556.61
36000000           360187.50
37000000           419586.68
38000000           436536.74
39000000           405694.89
40000000           454384.99
41000000           407154.01
42000000           461895.24
43000000           483562.73
44000000           457347.66
45000000           508563.44
46000000           464543.03
47000000           522968.77
48000000           537011.52
49000000           520113.96
50000000           563136.37
51000000           569313.16
52000000           552961.52
53000000           610753.42
54000000           573960.25
55000000           613660.38
56000000           634070.18
57000000           621321.57
58000000           649010.59
59000000           609772.10
60000000           662879.64
61000000           693993.15
62000000           664114.46
63000000           706027.29
64000000           655967.94
65000000           716415.98
66000000           739150.09
67000000           701554.01
68000000           749548.43
69000000           714357.74
70000000           745162.42
71000000           778835.70
72000000           758316.27
73000000           806720.10
74000000           822932.88
75000000           805642.99
76000000           850434.67
77000000           804910.27
78000000           858146.26
79000000           882208.51
80000000           877868.37
81000000           917212.47
82000000           861961.57
83000000           910057.07
84000000           927161.97
85000000           900144.42
86000000           943733.58
87000000           901837.51
88000000           958844.62
89000000           979091.92
90000000           952329.92
91000000          1001446.32
92000000           940639.66
93000000          1005525.27
94000000          1059004.02
95000000          1032491.68
96000000          1077719.64
97000000          1044727.53
98000000          1085980.50
99000000          1118052.62
100000000         1066947.80
101000000         1083807.39
102000000         1113406.25
103000000         1134992.73
104000000         1137805.98
105000000         1084665.93
106000000         1138807.81
107000000         1156635.46
108000000         1144132.39
109000000         1159071.10
110000000         1130868.65
111000000         1194480.94
112000000         1230186.58
113000000         1190738.67
114000000         1272955.97
115000000         1234411.90
116000000         1291379.78
117000000         1289671.12
118000000         1233486.41
119000000         1314461.41
120000000         1237464.92
121000000         1276876.66
122000000         1334311.35
123000000         1294900.86
124000000         1316305.73
