
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
4                       7.46
8                       6.85
16                      6.93
32                      6.93
64                      7.12
128                     9.16
256                     9.59
512                    21.86
1024                   12.54
2048                   15.66
4096                   26.05
8192                   37.67
16384                 102.32
32768                 127.47
65536                 134.95
131072                290.21
262144                427.18
524288               1150.44
1048576              1466.96
2097152              2429.01
4194304              4903.10
8388608             11813.45
16777216            24883.04
33554432            50443.73
67108864           102233.56
134217728          200799.63
268435456          387053.69
536870912          797695.00
