
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
4                       8.06
8                       6.83
16                      6.92
32                      6.98
64                      7.14
128                     9.15
256                     9.62
512                    18.38
1024                   12.62
2048                   15.80
4096                   26.71
8192                   36.67
16384                 104.20
32768                 124.34
65536                 136.12
131072                293.75
262144                425.87
524288               1031.30
1048576              1481.50
2097152              2413.32
4194304              5148.10
8388608             10269.00
16777216            19863.94
33554432            41511.02
67108864            89753.26
134217728          197739.82
268435456          408941.06
536870912          878547.19
