
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
1000000              5296.93
9000000            120118.98
17000000            64184.61
25000000            83133.13
33000000           117278.30
41000000           141814.92
49000000           169289.27
57000000           199374.75
65000000           224861.18
73000000           251182.51
81000000           283283.10
89000000           303056.23
97000000           338418.23
105000000          354450.58
113000000          460534.47
121000000          414610.38
129000000          448744.58
137000000          472519.26
145000000          505202.65
153000000          581059.87
161000000          561513.61
169000000          578390.08
177000000          629223.68
185000000          648332.28
193000000          663950.89
201000000          713750.75
209000000          733493.62
217000000          756028.80
225000000          800113.18
233000000          853576.26
241000000          841621.63
249000000          856128.64
257000000          902873.47
265000000          974923.70
273000000         1066694.04
281000000          982178.76
289000000          997003.14
297000000         1079543.04
305000000         1056525.14
313000000         1109449.95
321000000         1128282.45
329000000         1137443.16
337000000         1198209.38
345000000         1250387.93
353000000         1280045.05
361000000         1271288.75
369000000         1303290.35
377000000         1484363.33
385000000         1373763.83
393000000         1395516.86
401000000         1403152.01
409000000         1431261.39
417000000         1464176.57
425000000         1466070.71
433000000         1514082.31
441000000         1603015.56
449000000         1563737.28
457000000         1575858.93
465000000         1622328.85
473000000         1794327.90
481000000         1695242.50
489000000         1701364.75
497000000         1712285.18
505000000         1828766.48
