4	829.1204833984375
8	2.8678719997406006
16	3.4241280555725098
32	3.088639974594116
64	2.852224111557007
128	1.9927040338516235
256	1.8513599634170532
512	1.8821760416030884
1024	1.814303994178772
2048	2.32857608795166
4096	1.975808024406433
8192	2.140160083770752
16384	30.174911499023438
32768	2.838495969772339
65536	3.4058239459991455
131072	3.161151885986328
262144	4.374176025390625
524288	5.338592052459717
1048576	12.163104057312012
2097152	20.692991256713867
4194304	25.417728424072266
8388608	35.32185745239258
16777216	60.32294464111328
33554432	111.6305923461914
67108864	222.10330200195312
134217728	415.0453796386719
268435456	736.2192993164062
536870912	1773.1015625
4	811.5284423828125
8	2.766848087310791
16	1.7297279834747314
32	1.71561598777771
64	1.9411840438842773
128	2.092639923095703
256	1.9656319618225098
512	2.5692479610443115
1024	2.002687931060791
2048	2.7688639163970947
4096	2.5075840950012207
8192	1.5711679458618164
16384	22.86307144165039
32768	2.2817599773406982
65536	2.361407995223999
131072	4.17196798324585
262144	4.246208190917969
524288	7.876607894897461
1048576	10.114591598510742
2097152	17.419776916503906
4194304	21.829631805419922
8388608	57.54518508911133
16777216	68.52384185791016
33554432	94.62384033203125
67108864	163.53555297851562
134217728	376.0945129394531
268435456	653.07666015625
536870912	1354.0103759765625
