	4	492.99615478515625
	8	2.717439889907837
	16	3.2683839797973633
	32	3.5015358924865723
	64	2.2737600803375244
	128	3.1334400177001953
	256	2.125823974609375
	512	1.8283840417861938
	1024	2.5033600330352783
	2048	2.1233599185943604
	4096	1.9050240516662598
	8192	1.8275200128555298
	16384	3.0042240619659424
	32768	2.7985599040985107
	65536	2.60915207862854
	131072	3.7561280727386475
	262144	3.851167917251587
	524288	5.599808216094971
	1048576	6.111199855804443
	2097152	10.061152458190918
	4194304	10.329312324523926
	8388608	24.182048797607422
	16777216	52.841793060302734
	33554432	49.59676742553711
	67108864	76.63212585449219
	134217728	101.67552185058594
	268435456	175.9738311767578
	536870912	384.36175537109375
