4	1271.330322265625
8	2.9522879123687744
16	2.9900801181793213
32	1.953760027885437
64	2.768320083618164
128	2.001055955886841
256	2.525599956512451
512	1.6251519918441772
1024	2.3532800674438477
2048	2.8486080169677734
4096	2.4580159187316895
8192	3.2715840339660645
16384	2.5866239070892334
32768	2.502943992614746
65536	2.4302399158477783
131072	3.273184061050415
262144	3.145695924758911
524288	3.9701759815216064
1048576	6.761055946350098
2097152	11.92636775970459
4194304	15.461312294006348
8388608	35.70771026611328
16777216	32.81631851196289
33554432	69.99817657470703
67108864	78.56515502929688
134217728	209.7255401611328
268435456	344.79632568359375
536870912	947.2042846679688
