
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
1000000              1911.51
41000000            78127.18
81000000           152487.55
121000000          227501.18
161000000          313867.96
201000000          387842.89
241000000          507778.75
281000000          609899.72
321000000          610548.20
361000000          657213.06
401000000          890939.90
441000000          901537.51
481000000          965987.36
521000000         1154214.76
561000000         1119267.92
601000000         1276315.94
641000000         1334308.80
681000000         1348207.76
721000000         1428321.68
761000000         1577818.48
801000000         1699401.54
841000000         1709719.90
881000000         1727477.11
921000000         1825693.53
961000000         1873733.52
1001000000        2037008.21
