
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
1000000              2197.86
41000000            85774.46
81000000           163597.47
121000000          255815.76
161000000          357883.32
201000000          430596.65
241000000          527461.14
281000000          607201.38
321000000          701201.84
361000000          763836.87
401000000          859644.17
441000000          927030.11
481000000         1055220.35
521000000         1165939.79
561000000         1212463.35
601000000         1336595.12
641000000         1394086.01
681000000         1510441.88
721000000         1378023.95
761000000         1516646.97
801000000         1594695.82
841000000         1720375.17
881000000         1949457.40
921000000         1801664.16
961000000         1843336.47
1001000000        1924265.17
