
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
4                      86.07
8                      82.61
16                     90.04
32                     83.84
64                     95.32
128                    95.30
256                   101.16
512                   118.73
1024                  133.40
2048                  154.35
4096                  191.48
8192                  218.77
16384                 851.72
32768                 914.74
65536                1084.69
131072               1298.54
262144               1852.15
524288               2401.77
1048576              3404.76
2097152             12140.51
4194304             15807.34
8388608             24797.30
16777216            42334.70
33554432            77499.83
67108864           151428.03
134217728          308261.31
268435456          590210.78
536870912         1236222.75
