
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
4                      87.67
8                      85.38
16                     85.91
32                     83.91
64                     96.70
128                   100.71
256                    99.95
512                   126.26
1024                  142.79
2048                  160.17
4096                  182.00
8192                  226.71
16384                 854.67
32768                 913.05
65536                 983.78
131072               1283.14
262144               1912.65
524288               2375.11
1048576              3230.56
2097152             13049.60
4194304             16764.93
8388608             26394.29
16777216            44191.71
33554432            78194.37
67108864           151720.16
134217728          295887.78
268435456          599624.06
536870912         1246820.57
