
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
1000000              1578.36
9000000             16206.15
17000000            30463.89
25000000            45001.45
33000000            53304.89
41000000            65017.63
49000000            81626.71
57000000           108122.10
65000000           118966.32
73000000           125547.24
81000000           133738.66
89000000           142058.62
97000000           153295.33
105000000          171476.48
113000000          181261.83
121000000          190966.34
129000000          213534.22
137000000          220257.30
145000000          240408.39
153000000          268698.65
161000000          267838.86
169000000          317029.63
177000000          285427.93
185000000          306483.87
193000000          318041.20
201000000          336253.08
209000000          369649.32
217000000          354957.48
225000000          370818.87
233000000          383084.15
241000000          407334.42
249000000          466923.99
257000000          461420.51
265000000          437408.52
273000000          453069.90
281000000          468863.10
289000000          520193.60
297000000          498572.44
305000000          533602.17
313000000          530858.57
321000000          556784.69
329000000          591945.03
337000000          571488.12
345000000          577127.26
353000000          612103.46
361000000          607454.76
369000000          623550.04
377000000          642795.31
385000000          658907.15
393000000          654082.52
401000000          710497.67
409000000          721449.16
417000000          738851.80
425000000          765650.13
433000000          729464.02
441000000          765991.01
449000000          766560.70
457000000          782693.28
465000000          803265.75
473000000          817271.21
481000000          871702.13
489000000          866148.60
497000000          873891.47
505000000          893473.64
